age	gender	diagnosis	year	nConsultations
16-19	F	Frykt for sykdom	2020	9370
16-19	F	Administrativ kontakt	2012	4705
16-19	F	Administrativ kontakt	2013	4824
16-19	F	Administrativ kontakt	2014	5724
16-19	F	Administrativ kontakt	2015	5811
16-19	F	Administrativ kontakt	2016	6658
16-19	F	Administrativ kontakt	2017	6779
16-19	F	Administrativ kontakt	2018	7337
16-19	F	Administrativ kontakt	2019	9026
16-19	F	Administrativ kontakt	2020	9027
16-19	F	Forebyggende kontakt	2012	3441
16-19	F	Forebyggende kontakt	2013	5311
16-19	F	Forebyggende kontakt	2014	5752
16-19	F	Forebyggende kontakt	2015	6168
16-19	F	Forebyggende kontakt	2016	6534
16-19	F	Forebyggende kontakt	2017	6913
16-19	F	Forebyggende kontakt	2018	6539
16-19	F	Forebyggende kontakt	2019	6652
16-19	F	Forebyggende kontakt	2020	5466
16-19	F	Andre diagnoser	2012	82168
16-19	F	Andre diagnoser	2013	83207
16-19	F	Andre diagnoser	2014	88313
16-19	F	Andre diagnoser	2015	87911
16-19	F	Andre diagnoser	2016	94221
16-19	F	Andre diagnoser	2017	102263
16-19	F	Andre diagnoser	2018	102723
16-19	F	Andre diagnoser	2019	103152
16-19	F	Andre diagnoser	2020	98242
20-29	M	Alle diagnoser	2012	487165
20-29	M	Alle diagnoser	2013	491125
20-29	M	Alle diagnoser	2014	510898
20-29	M	Alle diagnoser	2015	522398
20-29	M	Alle diagnoser	2016	530079
20-29	M	Alle diagnoser	2017	549495
20-29	M	Alle diagnoser	2018	559221
20-29	M	Alle diagnoser	2019	579670
20-29	M	Alle diagnoser	2020	619282
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2012	62144
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2013	57389
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2014	54761
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2015	57323
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2016	61623
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2017	64145
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2018	64522
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2019	68059
20-29	M	Luftveisinfeksjoner, inkl. orebetennelse	2020	51666
20-29	M	Lokale smerter og betennelser	2012	48357
20-29	M	Lokale smerter og betennelser	2013	49215
20-29	M	Lokale smerter og betennelser	2014	50440
20-29	M	Lokale smerter og betennelser	2015	51490
20-29	M	Lokale smerter og betennelser	2016	49662
20-29	M	Lokale smerter og betennelser	2017	50549
20-29	M	Lokale smerter og betennelser	2018	50179
20-29	M	Lokale smerter og betennelser	2019	50166
20-29	M	Lokale smerter og betennelser	2020	47469
20-29	M	Ryggproblemer	2012	26992
20-29	M	Ryggproblemer	2013	26881
20-29	M	Ryggproblemer	2014	27700
20-29	M	Ryggproblemer	2015	27847
20-29	M	Ryggproblemer	2016	26853
20-29	M	Ryggproblemer	2017	28058
20-29	M	Ryggproblemer	2018	27167
20-29	M	Ryggproblemer	2019	26965
20-29	M	Ryggproblemer	2020	26049
20-29	M	Generelle smerter og muskelplager	2012	4793
20-29	M	Generelle smerter og muskelplager	2013	4646
20-29	M	Generelle smerter og muskelplager	2014	4786
20-29	M	Generelle smerter og muskelplager	2015	4887
20-29	M	Generelle smerter og muskelplager	2016	4834
20-29	M	Generelle smerter og muskelplager	2017	4811
20-29	M	Generelle smerter og muskelplager	2018	4560
20-29	M	Generelle smerter og muskelplager	2019	4595
20-29	M	Generelle smerter og muskelplager	2020	4438
20-29	M	Ledd- og giktsykdommer	2012	3104
20-29	M	Ledd- og giktsykdommer	2013	2992
20-29	M	Ledd- og giktsykdommer	2014	3110
20-29	M	Ledd- og giktsykdommer	2015	3342
20-29	M	Ledd- og giktsykdommer	2016	3200
20-29	M	Ledd- og giktsykdommer	2017	3357
20-29	M	Ledd- og giktsykdommer	2018	3401
20-29	M	Ledd- og giktsykdommer	2019	3336
20-29	M	Ledd- og giktsykdommer	2020	3128
20-29	M	Psykisk sykdom eller lidelse	2012	76450
20-29	M	Psykisk sykdom eller lidelse	2013	77470
20-29	M	Psykisk sykdom eller lidelse	2014	80492
20-29	M	Psykisk sykdom eller lidelse	2015	84728
20-29	M	Psykisk sykdom eller lidelse	2016	87322
20-29	M	Psykisk sykdom eller lidelse	2017	94361
20-29	M	Psykisk sykdom eller lidelse	2018	99087
20-29	M	Psykisk sykdom eller lidelse	2019	105135
20-29	M	Psykisk sykdom eller lidelse	2020	111690
20-29	M	Atopi, astma, allergi eller eksem	2012	21606
20-29	M	Atopi, astma, allergi eller eksem	2013	21219
20-29	M	Atopi, astma, allergi eller eksem	2014	24501
20-29	M	Atopi, astma, allergi eller eksem	2015	23925
20-29	M	Atopi, astma, allergi eller eksem	2016	24166
20-29	M	Atopi, astma, allergi eller eksem	2017	25459
20-29	M	Atopi, astma, allergi eller eksem	2018	24662
20-29	M	Atopi, astma, allergi eller eksem	2019	29025
20-29	M	Atopi, astma, allergi eller eksem	2020	28714
20-29	M	Hoyt blodtrykk	2012	1898
20-29	M	Hoyt blodtrykk	2013	1959
20-29	M	Hoyt blodtrykk	2014	1821
20-29	M	Hoyt blodtrykk	2015	1748
20-29	M	Hoyt blodtrykk	2016	1789
20-29	M	Hoyt blodtrykk	2017	1693
20-29	M	Hoyt blodtrykk	2018	1705
20-29	M	Hoyt blodtrykk	2019	1780
20-29	M	Hoyt blodtrykk	2020	1627
20-29	M	Hjertesykdom	2012	1390
20-29	M	Hjertesykdom	2013	1493
20-29	M	Hjertesykdom	2014	1415
20-29	M	Hjertesykdom	2015	1295
20-29	M	Hjertesykdom	2016	1347
20-29	M	Hjertesykdom	2017	1310
20-29	M	Hjertesykdom	2018	1230
20-29	M	Hjertesykdom	2019	1226
20-29	M	Hjertesykdom	2020	1146
20-29	M	Diabetes	2012	2452
20-29	M	Diabetes	2013	2830
20-29	M	Diabetes	2014	2632
20-29	M	Diabetes	2015	2666
20-29	M	Diabetes	2016	2785
20-29	M	Diabetes	2017	2875
20-29	M	Diabetes	2018	2882
20-29	M	Diabetes	2019	2608
20-29	M	Diabetes	2020	2866
20-29	M	Kreft	2012	632
20-29	M	Kreft	2013	697
20-29	M	Kreft	2014	836
20-29	M	Kreft	2015	797
20-29	M	Kreft	2016	808
20-29	M	Kreft	2017	845
20-29	M	Kreft	2018	884
20-29	M	Kreft	2019	811
20-29	M	Kreft	2020	802
20-29	M	Underlivsplager hos kvinner	2012	NA
20-29	M	Underlivsplager hos kvinner	2013	NA
20-29	M	Underlivsplager hos kvinner	2014	NA
20-29	M	Underlivsplager hos kvinner	2015	NA
20-29	M	Underlivsplager hos kvinner	2016	NA
20-29	M	Underlivsplager hos kvinner	2017	NA
20-29	M	Underlivsplager hos kvinner	2018	NA
20-29	M	Underlivsplager hos kvinner	2019	NA
20-29	M	Underlivsplager hos kvinner	2020	NA
20-29	M	Funksjonelle mage-tarmplager	2012	21899
20-29	M	Funksjonelle mage-tarmplager	2013	22784
20-29	M	Funksjonelle mage-tarmplager	2014	25040
20-29	M	Funksjonelle mage-tarmplager	2015	25191
20-29	M	Funksjonelle mage-tarmplager	2016	26556
20-29	M	Funksjonelle mage-tarmplager	2017	26964
20-29	M	Funksjonelle mage-tarmplager	2018	28282
20-29	M	Funksjonelle mage-tarmplager	2019	28631
20-29	M	Funksjonelle mage-tarmplager	2020	25980
20-29	M	Hudinfeksjoner	2012	14106
20-29	M	Hudinfeksjoner	2013	14566
20-29	M	Hudinfeksjoner	2014	15779
20-29	M	Hudinfeksjoner	2015	15909
20-29	M	Hudinfeksjoner	2016	15612
20-29	M	Hudinfeksjoner	2017	16421
20-29	M	Hudinfeksjoner	2018	16673
20-29	M	Hudinfeksjoner	2019	17741
20-29	M	Hudinfeksjoner	2020	20017
20-29	M	Ulykker og skader	2012	32955
20-29	M	Ulykker og skader	2013	33232
20-29	M	Ulykker og skader	2014	33570
20-29	M	Ulykker og skader	2015	32778
20-29	M	Ulykker og skader	2016	33056
20-29	M	Ulykker og skader	2017	33843
20-29	M	Ulykker og skader	2018	34392
20-29	M	Ulykker og skader	2019	33018
20-29	M	Ulykker og skader	2020	29923
20-29	M	Medfodt sykdom eller feil	2012	1472
20-29	M	Medfodt sykdom eller feil	2013	1637
20-29	M	Medfodt sykdom eller feil	2014	1706
20-29	M	Medfodt sykdom eller feil	2015	1740
20-29	M	Medfodt sykdom eller feil	2016	1876
20-29	M	Medfodt sykdom eller feil	2017	1958
20-29	M	Medfodt sykdom eller feil	2018	2061
20-29	M	Medfodt sykdom eller feil	2019	2039
20-29	M	Medfodt sykdom eller feil	2020	1951
20-29	M	Svangerskap, fodsel, prevensjon	2012	NA
20-29	M	Svangerskap, fodsel, prevensjon	2013	NA
20-29	M	Svangerskap, fodsel, prevensjon	2014	NA
20-29	M	Svangerskap, fodsel, prevensjon	2015	NA
20-29	M	Svangerskap, fodsel, prevensjon	2016	NA
20-29	M	Svangerskap, fodsel, prevensjon	2017	NA
20-29	M	Svangerskap, fodsel, prevensjon	2018	NA
20-29	M	Svangerskap, fodsel, prevensjon	2019	NA
20-29	M	Svangerskap, fodsel, prevensjon	2020	NA
20-29	M	Frykt for sykdom	2012	8522
20-29	M	Frykt for sykdom	2013	9146
20-29	M	Frykt for sykdom	2014	9384
20-29	M	Frykt for sykdom	2015	9239
20-29	M	Frykt for sykdom	2016	8695
20-29	M	Frykt for sykdom	2017	9013
20-29	M	Frykt for sykdom	2018	9615
20-29	M	Frykt for sykdom	2019	10125
20-29	M	Frykt for sykdom	2020	32240
20-29	M	Administrativ kontakt	2012	11180
20-29	M	Administrativ kontakt	2013	12521
20-29	M	Administrativ kontakt	2014	14025
20-29	M	Administrativ kontakt	2015	14601
20-29	M	Administrativ kontakt	2016	15071
20-29	M	Administrativ kontakt	2017	14338
20-29	M	Administrativ kontakt	2018	15481
20-29	M	Administrativ kontakt	2019	18729
20-29	M	Administrativ kontakt	2020	24951
20-29	M	Forebyggende kontakt	2012	4333
20-29	M	Forebyggende kontakt	2013	9471
20-29	M	Forebyggende kontakt	2014	10638
20-29	M	Forebyggende kontakt	2015	11070
20-29	M	Forebyggende kontakt	2016	11585
20-29	M	Forebyggende kontakt	2017	11694
20-29	M	Forebyggende kontakt	2018	11822
20-29	M	Forebyggende kontakt	2019	11875
20-29	M	Forebyggende kontakt	2020	10995
20-29	M	Andre diagnoser	2012	142449
20-29	M	Andre diagnoser	2013	140540
20-29	M	Andre diagnoser	2014	147732
20-29	M	Andre diagnoser	2015	151183
20-29	M	Andre diagnoser	2016	152501
20-29	M	Andre diagnoser	2017	157118
20-29	M	Andre diagnoser	2018	159878
20-29	M	Andre diagnoser	2019	163072
20-29	M	Andre diagnoser	2020	192918
20-29	F	Alle diagnoser	2012	991891
20-29	F	Alle diagnoser	2013	1004753
20-29	F	Alle diagnoser	2014	1034102
20-29	F	Alle diagnoser	2015	1042812
20-29	F	Alle diagnoser	2016	1051644
20-29	F	Alle diagnoser	2017	1061009
20-29	F	Alle diagnoser	2018	1064980
20-29	F	Alle diagnoser	2019	1071321
20-29	F	Alle diagnoser	2020	1161022
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2012	98363
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2013	89533
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2014	87153
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2015	89963
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2016	95778
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2017	96080
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2018	93350
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2019	96972
20-29	F	Luftveisinfeksjoner, inkl. orebetennelse	2020	71522
20-29	F	Lokale smerter og betennelser	2012	50268
20-29	F	Lokale smerter og betennelser	2013	52242
20-29	F	Lokale smerter og betennelser	2014	53928
20-29	F	Lokale smerter og betennelser	2015	53531
20-29	F	Lokale smerter og betennelser	2016	52638
20-29	F	Lokale smerter og betennelser	2017	52206
20-29	F	Lokale smerter og betennelser	2018	49791
20-29	F	Lokale smerter og betennelser	2019	50577
20-29	F	Lokale smerter og betennelser	2020	49632
20-29	F	Ryggproblemer	2012	29866
20-29	F	Ryggproblemer	2013	29927
20-29	F	Ryggproblemer	2014	30628
20-29	F	Ryggproblemer	2015	29953
20-29	F	Ryggproblemer	2016	29266
20-29	F	Ryggproblemer	2017	29015
20-29	F	Ryggproblemer	2018	27563
20-29	F	Ryggproblemer	2019	27079
20-29	F	Ryggproblemer	2020	26689
20-29	F	Generelle smerter og muskelplager	2012	10251
20-29	F	Generelle smerter og muskelplager	2013	10099
20-29	F	Generelle smerter og muskelplager	2014	10749
20-29	F	Generelle smerter og muskelplager	2015	10704
20-29	F	Generelle smerter og muskelplager	2016	10642
20-29	F	Generelle smerter og muskelplager	2017	10938
20-29	F	Generelle smerter og muskelplager	2018	10530
20-29	F	Generelle smerter og muskelplager	2019	10633
20-29	F	Generelle smerter og muskelplager	2020	10851
20-29	F	Ledd- og giktsykdommer	2012	5336
20-29	F	Ledd- og giktsykdommer	2013	5582
20-29	F	Ledd- og giktsykdommer	2014	5735
20-29	F	Ledd- og giktsykdommer	2015	5693
20-29	F	Ledd- og giktsykdommer	2016	5971
20-29	F	Ledd- og giktsykdommer	2017	6335
20-29	F	Ledd- og giktsykdommer	2018	6345
20-29	F	Ledd- og giktsykdommer	2019	6319
20-29	F	Ledd- og giktsykdommer	2020	6616
20-29	F	Psykisk sykdom eller lidelse	2012	113608
20-29	F	Psykisk sykdom eller lidelse	2013	116430
20-29	F	Psykisk sykdom eller lidelse	2014	121532
20-29	F	Psykisk sykdom eller lidelse	2015	127837
20-29	F	Psykisk sykdom eller lidelse	2016	132405
20-29	F	Psykisk sykdom eller lidelse	2017	140218
20-29	F	Psykisk sykdom eller lidelse	2018	149643
20-29	F	Psykisk sykdom eller lidelse	2019	156739
20-29	F	Psykisk sykdom eller lidelse	2020	169844
20-29	F	Atopi, astma, allergi eller eksem	2012	29055
20-29	F	Atopi, astma, allergi eller eksem	2013	30265
20-29	F	Atopi, astma, allergi eller eksem	2014	33669
20-29	F	Atopi, astma, allergi eller eksem	2015	32962
20-29	F	Atopi, astma, allergi eller eksem	2016	33194
20-29	F	Atopi, astma, allergi eller eksem	2017	34266
20-29	F	Atopi, astma, allergi eller eksem	2018	34032
20-29	F	Atopi, astma, allergi eller eksem	2019	37458
20-29	F	Atopi, astma, allergi eller eksem	2020	40066
20-29	F	Hoyt blodtrykk	2012	1857
20-29	F	Hoyt blodtrykk	2013	1731
20-29	F	Hoyt blodtrykk	2014	1623
20-29	F	Hoyt blodtrykk	2015	1658
20-29	F	Hoyt blodtrykk	2016	1799
20-29	F	Hoyt blodtrykk	2017	1733
20-29	F	Hoyt blodtrykk	2018	1731
20-29	F	Hoyt blodtrykk	2019	1790
20-29	F	Hoyt blodtrykk	2020	1565
20-29	F	Hjertesykdom	2012	1234
20-29	F	Hjertesykdom	2013	1321
20-29	F	Hjertesykdom	2014	1389
20-29	F	Hjertesykdom	2015	1239
20-29	F	Hjertesykdom	2016	1293
20-29	F	Hjertesykdom	2017	1168
20-29	F	Hjertesykdom	2018	1140
20-29	F	Hjertesykdom	2019	1250
20-29	F	Hjertesykdom	2020	1239
20-29	F	Diabetes	2012	2557
20-29	F	Diabetes	2013	2536
20-29	F	Diabetes	2014	2670
20-29	F	Diabetes	2015	2801
20-29	F	Diabetes	2016	2784
20-29	F	Diabetes	2017	2822
20-29	F	Diabetes	2018	2803
20-29	F	Diabetes	2019	2861
20-29	F	Diabetes	2020	3460
20-29	F	Kreft	2012	816
20-29	F	Kreft	2013	888
20-29	F	Kreft	2014	1032
20-29	F	Kreft	2015	974
20-29	F	Kreft	2016	960
20-29	F	Kreft	2017	1081
20-29	F	Kreft	2018	1051
20-29	F	Kreft	2019	997
20-29	F	Kreft	2020	1209
20-29	F	Underlivsplager hos kvinner	2012	43716
20-29	F	Underlivsplager hos kvinner	2013	45800
20-29	F	Underlivsplager hos kvinner	2014	47606
20-29	F	Underlivsplager hos kvinner	2015	48306
20-29	F	Underlivsplager hos kvinner	2016	47754
20-29	F	Underlivsplager hos kvinner	2017	49892
20-29	F	Underlivsplager hos kvinner	2018	49989
20-29	F	Underlivsplager hos kvinner	2019	48917
20-29	F	Underlivsplager hos kvinner	2020	52200
20-29	F	Funksjonelle mage-tarmplager	2012	48393
20-29	F	Funksjonelle mage-tarmplager	2013	49808
20-29	F	Funksjonelle mage-tarmplager	2014	52547
20-29	F	Funksjonelle mage-tarmplager	2015	52210
20-29	F	Funksjonelle mage-tarmplager	2016	52205
20-29	F	Funksjonelle mage-tarmplager	2017	52908
20-29	F	Funksjonelle mage-tarmplager	2018	53912
20-29	F	Funksjonelle mage-tarmplager	2019	54425
20-29	F	Funksjonelle mage-tarmplager	2020	53101
20-29	F	Hudinfeksjoner	2012	14283
20-29	F	Hudinfeksjoner	2013	14673
20-29	F	Hudinfeksjoner	2014	15572
20-29	F	Hudinfeksjoner	2015	16062
20-29	F	Hudinfeksjoner	2016	15612
20-29	F	Hudinfeksjoner	2017	15760
20-29	F	Hudinfeksjoner	2018	16362
20-29	F	Hudinfeksjoner	2019	16985
20-29	F	Hudinfeksjoner	2020	18973
20-29	F	Ulykker og skader	2012	19483
20-29	F	Ulykker og skader	2013	20271
20-29	F	Ulykker og skader	2014	20475
20-29	F	Ulykker og skader	2015	20729
20-29	F	Ulykker og skader	2016	21424
20-29	F	Ulykker og skader	2017	21537
20-29	F	Ulykker og skader	2018	22269
20-29	F	Ulykker og skader	2019	22422
20-29	F	Ulykker og skader	2020	21235
20-29	F	Medfodt sykdom eller feil	2012	1659
20-29	F	Medfodt sykdom eller feil	2013	1713
20-29	F	Medfodt sykdom eller feil	2014	1861
20-29	F	Medfodt sykdom eller feil	2015	1741
20-29	F	Medfodt sykdom eller feil	2016	1818
20-29	F	Medfodt sykdom eller feil	2017	1991
20-29	F	Medfodt sykdom eller feil	2018	1948
20-29	F	Medfodt sykdom eller feil	2019	1909
20-29	F	Medfodt sykdom eller feil	2020	2044
20-29	F	Svangerskap, fodsel, prevensjon	2012	237036
20-29	F	Svangerskap, fodsel, prevensjon	2013	234070
20-29	F	Svangerskap, fodsel, prevensjon	2014	228383
20-29	F	Svangerskap, fodsel, prevensjon	2015	225722
20-29	F	Svangerskap, fodsel, prevensjon	2016	216729
20-29	F	Svangerskap, fodsel, prevensjon	2017	207202
20-29	F	Svangerskap, fodsel, prevensjon	2018	201505
20-29	F	Svangerskap, fodsel, prevensjon	2019	185640
20-29	F	Svangerskap, fodsel, prevensjon	2020	190634
20-29	F	Frykt for sykdom	2012	9901
20-29	F	Frykt for sykdom	2013	10938
20-29	F	Frykt for sykdom	2014	10953
20-29	F	Frykt for sykdom	2015	10739
20-29	F	Frykt for sykdom	2016	10782
20-29	F	Frykt for sykdom	2017	10817
20-29	F	Frykt for sykdom	2018	11357
20-29	F	Frykt for sykdom	2019	11588
20-29	F	Frykt for sykdom	2020	43162
20-29	F	Administrativ kontakt	2012	12812
20-29	F	Administrativ kontakt	2013	14309
20-29	F	Administrativ kontakt	2014	17079
20-29	F	Administrativ kontakt	2015	18126
20-29	F	Administrativ kontakt	2016	18097
20-29	F	Administrativ kontakt	2017	18499
20-29	F	Administrativ kontakt	2018	23919
20-29	F	Administrativ kontakt	2019	32430
20-29	F	Administrativ kontakt	2020	47980
20-29	F	Forebyggende kontakt	2012	24228
20-29	F	Forebyggende kontakt	2013	32570
20-29	F	Forebyggende kontakt	2014	35877
20-29	F	Forebyggende kontakt	2015	39665
20-29	F	Forebyggende kontakt	2016	43982
20-29	F	Forebyggende kontakt	2017	44821
20-29	F	Forebyggende kontakt	2018	41113
20-29	F	Forebyggende kontakt	2019	38029
20-29	F	Forebyggende kontakt	2020	37717
20-29	F	Andre diagnoser	2012	237169
20-29	F	Andre diagnoser	2013	240047
20-29	F	Andre diagnoser	2014	253641
20-29	F	Andre diagnoser	2015	252197
20-29	F	Andre diagnoser	2016	256511
20-29	F	Andre diagnoser	2017	261720
20-29	F	Andre diagnoser	2018	264627
20-29	F	Andre diagnoser	2019	266301
20-29	F	Andre diagnoser	2020	311283
30-49	M	Alle diagnoser	2012	1388801
30-49	M	Alle diagnoser	2013	1377643
30-49	M	Alle diagnoser	2014	1395815
30-49	M	Alle diagnoser	2015	1402809
30-49	M	Alle diagnoser	2016	1405747
30-49	M	Alle diagnoser	2017	1413833
30-49	M	Alle diagnoser	2018	1421746
30-49	M	Alle diagnoser	2019	1447861
30-49	M	Alle diagnoser	2020	1579613
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2012	143745
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2013	130693
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2014	121627
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2015	128530
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2016	127246
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2017	124750
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2018	127604
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2019	124608
30-49	M	Luftveisinfeksjoner, inkl. orebetennelse	2020	99094
30-49	M	Lokale smerter og betennelser	2012	165495
30-49	M	Lokale smerter og betennelser	2013	168971
30-49	M	Lokale smerter og betennelser	2014	171599
30-49	M	Lokale smerter og betennelser	2015	172715
30-49	M	Lokale smerter og betennelser	2016	171491
30-49	M	Lokale smerter og betennelser	2017	172269
30-49	M	Lokale smerter og betennelser	2018	170868
30-49	M	Lokale smerter og betennelser	2019	170635
30-49	M	Lokale smerter og betennelser	2020	171501
30-49	M	Ryggproblemer	2012	100414
30-49	M	Ryggproblemer	2013	101406
30-49	M	Ryggproblemer	2014	103988
30-49	M	Ryggproblemer	2015	107335
30-49	M	Ryggproblemer	2016	106543
30-49	M	Ryggproblemer	2017	107372
30-49	M	Ryggproblemer	2018	106231
30-49	M	Ryggproblemer	2019	107432
30-49	M	Ryggproblemer	2020	113280
30-49	M	Generelle smerter og muskelplager	2012	18247
30-49	M	Generelle smerter og muskelplager	2013	18110
30-49	M	Generelle smerter og muskelplager	2014	18056
30-49	M	Generelle smerter og muskelplager	2015	18321
30-49	M	Generelle smerter og muskelplager	2016	18436
30-49	M	Generelle smerter og muskelplager	2017	18393
30-49	M	Generelle smerter og muskelplager	2018	16934
30-49	M	Generelle smerter og muskelplager	2019	17159
30-49	M	Generelle smerter og muskelplager	2020	17581
30-49	M	Ledd- og giktsykdommer	2012	17783
30-49	M	Ledd- og giktsykdommer	2013	18258
30-49	M	Ledd- og giktsykdommer	2014	18492
30-49	M	Ledd- og giktsykdommer	2015	18858
30-49	M	Ledd- og giktsykdommer	2016	19179
30-49	M	Ledd- og giktsykdommer	2017	18717
30-49	M	Ledd- og giktsykdommer	2018	17999
30-49	M	Ledd- og giktsykdommer	2019	17050
30-49	M	Ledd- og giktsykdommer	2020	17234
30-49	M	Psykisk sykdom eller lidelse	2012	220605
30-49	M	Psykisk sykdom eller lidelse	2013	219295
30-49	M	Psykisk sykdom eller lidelse	2014	221648
30-49	M	Psykisk sykdom eller lidelse	2015	223313
30-49	M	Psykisk sykdom eller lidelse	2016	224173
30-49	M	Psykisk sykdom eller lidelse	2017	228498
30-49	M	Psykisk sykdom eller lidelse	2018	234005
30-49	M	Psykisk sykdom eller lidelse	2019	243379
30-49	M	Psykisk sykdom eller lidelse	2020	265996
30-49	M	Atopi, astma, allergi eller eksem	2012	39276
30-49	M	Atopi, astma, allergi eller eksem	2013	38510
30-49	M	Atopi, astma, allergi eller eksem	2014	41603
30-49	M	Atopi, astma, allergi eller eksem	2015	40358
30-49	M	Atopi, astma, allergi eller eksem	2016	40037
30-49	M	Atopi, astma, allergi eller eksem	2017	42063
30-49	M	Atopi, astma, allergi eller eksem	2018	40765
30-49	M	Atopi, astma, allergi eller eksem	2019	46623
30-49	M	Atopi, astma, allergi eller eksem	2020	46200
30-49	M	Hoyt blodtrykk	2012	43184
30-49	M	Hoyt blodtrykk	2013	42376
30-49	M	Hoyt blodtrykk	2014	39329
30-49	M	Hoyt blodtrykk	2015	37402
30-49	M	Hoyt blodtrykk	2016	36642
30-49	M	Hoyt blodtrykk	2017	35483
30-49	M	Hoyt blodtrykk	2018	34020
30-49	M	Hoyt blodtrykk	2019	32907
30-49	M	Hoyt blodtrykk	2020	31554
30-49	M	Hjertesykdom	2012	18867
30-49	M	Hjertesykdom	2013	18091
30-49	M	Hjertesykdom	2014	16851
30-49	M	Hjertesykdom	2015	15584
30-49	M	Hjertesykdom	2016	14623
30-49	M	Hjertesykdom	2017	13848
30-49	M	Hjertesykdom	2018	13269
30-49	M	Hjertesykdom	2019	12914
30-49	M	Hjertesykdom	2020	12511
30-49	M	Diabetes	2012	29367
30-49	M	Diabetes	2013	28753
30-49	M	Diabetes	2014	28997
30-49	M	Diabetes	2015	29591
30-49	M	Diabetes	2016	29559
30-49	M	Diabetes	2017	29896
30-49	M	Diabetes	2018	28302
30-49	M	Diabetes	2019	27662
30-49	M	Diabetes	2020	29194
30-49	M	Kreft	2012	5855
30-49	M	Kreft	2013	5824
30-49	M	Kreft	2014	6090
30-49	M	Kreft	2015	6267
30-49	M	Kreft	2016	6354
30-49	M	Kreft	2017	6292
30-49	M	Kreft	2018	6616
30-49	M	Kreft	2019	6840
30-49	M	Kreft	2020	7534
30-49	M	Underlivsplager hos kvinner	2012	NA
30-49	M	Underlivsplager hos kvinner	2013	NA
30-49	M	Underlivsplager hos kvinner	2014	NA
30-49	M	Underlivsplager hos kvinner	2015	NA
30-49	M	Underlivsplager hos kvinner	2016	NA
30-49	M	Underlivsplager hos kvinner	2017	NA
30-49	M	Underlivsplager hos kvinner	2018	NA
30-49	M	Underlivsplager hos kvinner	2019	NA
30-49	M	Underlivsplager hos kvinner	2020	NA
30-49	M	Funksjonelle mage-tarmplager	2012	49182
30-49	M	Funksjonelle mage-tarmplager	2013	50505
30-49	M	Funksjonelle mage-tarmplager	2014	52516
30-49	M	Funksjonelle mage-tarmplager	2015	52195
30-49	M	Funksjonelle mage-tarmplager	2016	53702
30-49	M	Funksjonelle mage-tarmplager	2017	54036
30-49	M	Funksjonelle mage-tarmplager	2018	54021
30-49	M	Funksjonelle mage-tarmplager	2019	56512
30-49	M	Funksjonelle mage-tarmplager	2020	57240
30-49	M	Hudinfeksjoner	2012	27504
30-49	M	Hudinfeksjoner	2013	28331
30-49	M	Hudinfeksjoner	2014	29046
30-49	M	Hudinfeksjoner	2015	28835
30-49	M	Hudinfeksjoner	2016	28537
30-49	M	Hudinfeksjoner	2017	28889
30-49	M	Hudinfeksjoner	2018	29574
30-49	M	Hudinfeksjoner	2019	30279
30-49	M	Hudinfeksjoner	2020	29595
30-49	M	Ulykker og skader	2012	67750
30-49	M	Ulykker og skader	2013	69302
30-49	M	Ulykker og skader	2014	71220
30-49	M	Ulykker og skader	2015	71279
30-49	M	Ulykker og skader	2016	72394
30-49	M	Ulykker og skader	2017	72830
30-49	M	Ulykker og skader	2018	73268
30-49	M	Ulykker og skader	2019	71149
30-49	M	Ulykker og skader	2020	68819
30-49	M	Medfodt sykdom eller feil	2012	2579
30-49	M	Medfodt sykdom eller feil	2013	2624
30-49	M	Medfodt sykdom eller feil	2014	2708
30-49	M	Medfodt sykdom eller feil	2015	2705
30-49	M	Medfodt sykdom eller feil	2016	2844
30-49	M	Medfodt sykdom eller feil	2017	2897
30-49	M	Medfodt sykdom eller feil	2018	2896
30-49	M	Medfodt sykdom eller feil	2019	2875
30-49	M	Medfodt sykdom eller feil	2020	3240
